"id_vaga","titulo_vaga","modalidade_vaga","nome","codigo_candidato","situacao_candidato","data_candidatura","ultima_atualizacao","comentario","recrutador"
"9893","Analyst (13232010)","","Dr. Augusto Machado","37947","Prospect","29-07-2022","29-07-2022","","Maria Clara Pires"
"9893","Analyst (13232010)","","Ester Silva","37945","Prospect","29-07-2022","29-07-2022","","Maria Clara Pires"
"9893","Analyst (13232010)","","Lucas Gabriel Câmara","37624","Prospect","20-07-2022","20-07-2022","","Maria Clara Pires"
"9893","Analyst (13232010)","","Dr. Paulo Viana","35350","Prospect","20-07-2022","20-07-2022","","Maria Clara Pires"
"9893","Analyst (13232010)","","João Lucas Nascimento","34268","Prospect","29-07-2022","29-07-2022","","Maria Clara Pires"
"9893","Analyst (13232010)","","Stella Freitas","33667","Prospect","03-08-2022","03-08-2022","","Maria Clara Pires"
"9894","Analista de Segurança da Informação Junior","","Sr. Felipe Marques","38067","Encaminhado ao Requisitante","03-08-2022","31-08-2022","Pretensão CLT R$ 5.000 VR R$ 484 KM 400","Clara Rios"
"9894","Analista de Segurança da Informação Junior","","Dra. Aylla Moura","38066","Entrevista Técnica","03-08-2022","26-08-2022","Entrevista com cliente","Clara Rios"
"9894","Analista de Segurança da Informação Junior","","Luiz Felipe Ferreira","38031","Sem interesse nesta vaga","03-08-2022","03-08-2022","Candidato já está trabalhando e não teve interesse em segui no processo.","Maria Vitória Machado"
"9894","Analista de Segurança da Informação Junior","","Dr. Fernando Teixeira","38030","Desistiu","03-08-2022","03-08-2022","Não possui interesse na vaga do Cliente Oi soluções, pois só tem interesse a vaga remota.","Maria Vitória Machado"
"9894","Analista de Segurança da Informação Junior","","Benício Macedo","38029","Sem interesse nesta vaga","03-08-2022","04-08-2022","Candidato não tem interesse na vaga e já está trabalhando.","Maria Vitória Machado"
"9894","Analista de Segurança da Informação Junior","","Luiz Felipe Vasconcelos","38008","Prospect","02-08-2022","02-08-2022","","Maria Clara Pires"
"9894","Analista de Segurança da Informação Junior","","Sr. Diego Nunes","37890","Prospect","28-07-2022","28-07-2022","","Ana Sophia Oliveira"
"9894","Analista de Segurança da Informação Junior","","Dra. Letícia Costela","37883","Prospect","28-07-2022","28-07-2022","","Ana Sophia Oliveira"
"9894","Analista de Segurança da Informação Junior","","Sr. Gustavo Albuquerque","37881","Prospect","28-07-2022","28-07-2022","","Ana Sophia Oliveira"
"9894","Analista de Segurança da Informação Junior","","Srta. Gabriela Campos","37810","Prospect","25-07-2022","25-07-2022","","Luna Correia"
"9894","Analista de Segurança da Informação Junior","","Sra. Julia Lima","37809","Prospect","25-07-2022","25-07-2022","","Luna Correia"
"9894","Analista de Segurança da Informação Junior","","Sr. Murilo da Cruz","37808","Prospect","25-07-2022","25-07-2022","","Luna Correia"
"9894","Analista de Segurança da Informação Junior","","Srta. Maria Luísa Carvalho","37807","Prospect","25-07-2022","25-07-2022","","Luna Correia"
"9894","Analista de Segurança da Informação Junior","","Dr. Luiz Otávio Sá","37805","Prospect","25-07-2022","25-07-2022","","Luna Correia"
"9894","Analista de Segurança da Informação Junior","","Sr. Gustavo Henrique Fogaça","37602","Encaminhado ao Requisitante","15-07-2022","15-07-2022","Cliente: Oi / Pretensão: R$ 5300 CLT","Emanuella Campos"
"9894","Analista de Segurança da Informação Junior","","Rael Costa","37600","Encaminhado ao Requisitante","15-07-2022","15-07-2022","Cliente: Oi / Pretensão: R$ 3500CLT","Emanuella Campos"
"9894","Analista de Segurança da Informação Junior","","Josué Moura","37584","Encaminhado ao Requisitante","15-07-2022","15-07-2022","Cliente: Oi / Pretensão: R$ 5.500 CLT","Emanuella Campos"
"9894","Analista de Segurança da Informação Junior","","Arthur Miguel Cunha","37568","Encaminhado ao Requisitante","18-07-2022","18-07-2022","Pretensão CLT R$4.800 Atuação presencial OI","Maria Clara Pires"
"9895","SAP MM-PUR Lead 13226319","","Theodoro Andrade","37658","Prospect","19-07-2022","19-07-2022","","Srta. Bella Ferreira"
"9897","System Analyst","","Heloísa Fernandes","23312","Encaminhado ao Requisitante","20-07-2022","20-07-2022","Pretensão clt 7.300","Lara Duarte"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Srta. Stella Peixoto","37767","Prospect","22-07-2022","22-07-2022","","Luna Correia"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Jade Peixoto","37736","Encaminhado ao Requisitante","21-07-2022","22-07-2022","P$ 4.5K CLT / 1 semana / EY","Luna Correia"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Dr. Luiz Otávio da Luz","37720","Prospect","20-07-2022","20-07-2022","","Maria Clara Pires"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Srta. Maria Barros","37718","Prospect","20-07-2022","20-07-2022","","Maria Clara Pires"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Sr. Breno da Mata","37694","Prospect","19-07-2022","19-07-2022","","Luna Correia"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Dr. João Vitor da Rosa","37693","Prospect","19-07-2022","19-07-2022","","Luna Correia"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Lucas Gabriel Nogueira","37685","Encaminhado ao Requisitante","19-07-2022","19-07-2022","","Laura Pacheco"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Yasmin Marques","37684","Prospect","19-07-2022","19-07-2022","","Laura Pacheco"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Renan Porto","37682","Prospect","19-07-2022","19-07-2022","","Laura Pacheco"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","José Montenegro","37680","Prospect","19-07-2022","19-07-2022","","Laura Pacheco"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Lucas Gabriel Abreu","37679","Encaminhado ao Requisitante","18-07-2022","20-07-2022","Cliente: EY / Pretensão: R$ 4700 CLT","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Alexia Siqueira","37678","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Srta. Bianca Gonçalves","37677","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Maria Sampaio","37676","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Dr. Luiz Felipe da Mota","37675","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Maria Laura Jesus","37674","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Pedro Henrique Barbosa","37673","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Alexia Campos","37672","Encaminhado ao Requisitante","18-07-2022","19-07-2022","Cliente: EY / Pretensão: R$ 4.000 CLT","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Nina Castro","37670","Prospect","18-07-2022","18-07-2022","","Emanuella Campos"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Srta. Maria Sophia Pastor","37668","Prospect","18-07-2022","18-07-2022","","Elisa Barbosa"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Ana Laura Costela","37667","Prospect","18-07-2022","18-07-2022","","Elisa Barbosa"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Maria Flor Machado","37666","Prospect","18-07-2022","18-07-2022","","Luna Correia"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Cauê Lima","37665","Prospect","18-07-2022","18-07-2022","","Lara Duarte"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Dr. Benicio Fogaça","37663","Contratado como Hunting","18-07-2022","26-07-2022","Aprovado para inicio dia 15/08 / EY","Luna Correia"
"9898","CONSULTOR SECURITY OPERATIONS - JR","","Sophia Monteiro","37661","Prospect","18-07-2022","18-07-2022","","Luna Correia"
"9899","Consultor / Especialista de Segurança da Informação","","Lucas Gabriel Teixeira","39576","Prospect","22-09-2022","22-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Raquel Novaes","39575","Prospect","22-09-2022","22-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Paulo Martins","39552","Prospect","21-09-2022","21-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Júlia Garcia","39550","Prospect","21-09-2022","21-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Ana Liz Gonçalves","39548","Sem interesse nesta vaga","21-09-2022","22-09-2022","Candidato já está trabalhando e sem interesse na vaga.","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Calebe Moreira","39545","Prospect","21-09-2022","21-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Carlos Eduardo Gomes","39480","Entrevista com Cliente","19-09-2022","22-09-2022","","Melina Montenegro"
"9899","Consultor / Especialista de Segurança da Informação","","Isaque Borges","39478","Prospect","19-09-2022","19-09-2022","","Maria Clara Pires"
"9899","Consultor / Especialista de Segurança da Informação","","Ana Beatriz Rezende","39460","Prospect","16-09-2022","16-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Elisa Silva","39457","Prospect","16-09-2022","16-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Maria Isis Vasconcelos","39455","Prospect","16-09-2022","16-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Breno Ribeiro","39454","Prospect","16-09-2022","16-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Dr. Rhavi Almeida","39452","Desistiu","16-09-2022","19-09-2022","Pretensão salarial a partir de 16k CLT ou PJ a partir de 22k","Maria Clara Pires"
"9899","Consultor / Especialista de Segurança da Informação","","Gustavo Aparecida","39442","Prospect","16-09-2022","16-09-2022","","Maria Clara Pires"
"9899","Consultor / Especialista de Segurança da Informação","","Dra. Isabelly da Mata","39441","Prospect","16-09-2022","16-09-2022","","Emanuella Campos"
"9899","Consultor / Especialista de Segurança da Informação","","Manuela Garcia","39439","Prospect","16-09-2022","16-09-2022","","Maria Clara Pires"
"9899","Consultor / Especialista de Segurança da Informação","","Maria Pereira","39438","Sem interesse nesta vaga","16-09-2022","16-09-2022","""Infelizmente moro em Campinas e estou procurando oportunidades 100% remotas""","Emanuella Campos"
"9899","Consultor / Especialista de Segurança da Informação","","Alícia Macedo","39437","Contratado pela Decision","16-09-2022","27-09-2022","Início previsto para 03/10/2022","Emanuella Campos"
"9899","Consultor / Especialista de Segurança da Informação","","Jade Oliveira","39434","Encaminhado ao Requisitante","16-09-2022","16-09-2022","Cliente: Assaí / Pretensão: 20.000 PJ","Emanuella Campos"
"9899","Consultor / Especialista de Segurança da Informação","","Sr. Lucca Moraes","39433","Encaminhado ao Requisitante","16-09-2022","16-09-2022","Cliente: Assai / Pretensão: 17.500 cooperado","Emanuella Campos"
"9899","Consultor / Especialista de Segurança da Informação","","Dante Aragão","39345","Prospect","14-09-2022","14-09-2022","","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Davi Lucca Correia","39325","Prospect","13-09-2022","13-09-2022","","Emanuella Campos"
"9899","Consultor / Especialista de Segurança da Informação","","Sr. Arthur Miguel Almeida","39313","Prospect","13-09-2022","13-09-2022","","Melina Montenegro"
"9899","Consultor / Especialista de Segurança da Informação","","Dante Freitas","39266","Desistiu","12-09-2022","13-09-2022","Candidata não está aberto as novas oportunidades.","Maria Vitória Machado"
"9899","Consultor / Especialista de Segurança da Informação","","Maria Júlia Pinto","39258","Prospect","12-09-2022","12-09-2022","","Maria Vitória Machado"
"9900","Manager 13236141","","Gustavo Brito","38026","Prospect","03-08-2022","03-08-2022","","Luna Correia"
"9900","Manager 13236141","","Maitê Carvalho","38025","Encaminhado ao Requisitante","03-08-2022","04-08-2022","P$ 8.5 CLT / 10 dias /","Luna Correia"
"9901","Consultor de Varejo","Cooperado","Sr. Asafe Mendonça","28539","Contratado pela Decision","19-07-2022","19-07-2022","""""Candidato Aceitou proposta para Cooperativa. Cliente: Diebold| Hora: R$ 59,53 - Cooperado. - Inicio em 19/07","Elisa Barbosa"
"9902","Desenvolvimento e arquitetura de SW","","Sr. Léo Lopes","37823","Prospect","26-07-2022","26-07-2022","","Ana Camargo"
"9902","Desenvolvimento e arquitetura de SW","","Sr. Vitor Hugo Macedo","35892","Prospect","21-07-2022","21-07-2022","","Ana Camargo"
"9902","Desenvolvimento e arquitetura de SW","","Clara Peixoto","21303","Encaminhado ao Requisitante","26-07-2022","26-07-2022","","Ana Camargo"
"9902","Desenvolvimento e arquitetura de SW","","Ravi Lucca Teixeira","19173","Desistiu","20-07-2022","26-07-2022","Aprovado em outro processo seletivo.","Ana Camargo"
"9902","Desenvolvimento e arquitetura de SW","","Júlia Carvalho","2255","Encaminhado ao Requisitante","26-07-2022","26-07-2022","","Emanuelly Vieira"
"9903","Analista de Sistemas 4","","Srta. Nicole Macedo","37931","Prospect","29-07-2022","29-07-2022","","Lara Duarte"
"9903","Analista de Sistemas 4","","Dr. Renan Lima","37806","Encaminhado ao Requisitante","03-08-2022","03-08-2022","Pretensão de R$ 7.208,70 Clt.","Lara Duarte"
"9903","Analista de Sistemas 4","","Luana Macedo","37778","Encaminhado ao Requisitante","22-07-2022","25-07-2022","Clt R$ 7.208,70.","Lara Duarte"
"9903","Analista de Sistemas 4","","Gael Novaes","371","Encaminhado ao Requisitante","12-08-2022","12-08-2022","Cliente: Sonda / Pretensão: 7.208,70 CLT + benefícios do cliente.","Emanuella Campos"
"9904","Desenvolvedor NATURAL/COBOL","","Dra. Ana Luiza Cavalcante","37781","Prospect","23-07-2022","08-08-2022","","Clara Rios"
"9904","Desenvolvedor NATURAL/COBOL","","Catarina Ferreira","37779","Não Aprovado pelo Cliente","22-07-2022","09-09-2022","vaga cancelada pelo cliente","Clara Rios"
"9904","Desenvolvedor NATURAL/COBOL","","Dra. Melissa da Costa","37757","Inscrito","21-07-2022","","","Caroline Machado"
"9904","Desenvolvedor NATURAL/COBOL","","Liam Fonseca","34179","Prospect","21-07-2022","21-07-2022","","Elisa Barbosa"
"9904","Desenvolvedor NATURAL/COBOL","","Joana da Luz","27234","Prospect","08-08-2022","08-08-2022","","Clara Rios"
"9904","Desenvolvedor NATURAL/COBOL","","Vitor Hugo Casa Grande","26739","Prospect","24-07-2022","08-08-2022","","Clara Rios"
"9904","Desenvolvedor NATURAL/COBOL","","Sofia Casa Grande","17911","Não Aprovado pelo Cliente","09-08-2022","09-09-2022","Vaga cancelada pelo cliente","Clara Rios"
"9906","Analista de Teste Jr III","","Sra. Sarah Camargo","37752","Encaminhado ao Requisitante","21-07-2022","21-07-2022","Pretensão CLT R$3.000 Atuação presencial Disponibilidade em uma semana PH3A","Maria Clara Pires"
"9906","Analista de Teste Jr III","","Davi Lucca Rios","37751","Desistiu","21-07-2022","21-07-2022","Interesse apenas em vagas remotas","Maria Clara Pires"
"9906","Analista de Teste Jr III","","Srta. Ana Júlia Camargo","37749","Prospect","21-07-2022","21-07-2022","","Maria Clara Pires"
"9906","Analista de Teste Jr III","","Oliver Nunes","37746","Desistiu","21-07-2022","21-07-2022","Interesse apenas em contratação PJ","Maria Clara Pires"
"9906","Analista de Teste Jr III","","Ester da Conceição","37744","Entrevista Técnica","21-07-2022","22-07-2022","Entrevista agendada para 25/07/22, às 15h - Solicitado por Valdirene PH3A.","Laura Pacheco"
"9906","Analista de Teste Jr III","","Srta. Ana Laura Sampaio","37740","Prospect","21-07-2022","21-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Luiza Pereira","37739","Prospect","21-07-2022","21-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Catarina Sampaio","37716","Não Aprovado pelo RH","20-07-2022","20-07-2022","Candidato está na IBM atualmente","Luna Correia"
"9906","Analista de Teste Jr III","","Srta. Mirella da Paz","37715","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Dra. Stephany da Costa","37714","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Sr. Davi Luiz Azevedo","37712","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Alice Rezende","37711","Prospect","20-07-2022","20-07-2022","","Clara Rios"
"9906","Analista de Teste Jr III","","Guilherme Fernandes","37710","Não Aprovado pelo RH","20-07-2022","21-07-2022","Não tem interesse em novas oportunidades no momento.","Laura Pacheco"
"9906","Analista de Teste Jr III","","Dra. Gabriela Costela","37709","Prospect","20-07-2022","20-07-2022","","Clara Rios"
"9906","Analista de Teste Jr III","","Sr. Davi Lucas Silveira","37708","Entrevista Técnica","20-07-2022","21-07-2022","Entrevista 26/07/2022","Clara Rios"
"9906","Analista de Teste Jr III","","Vitória Peixoto","37707","Prospect","20-07-2022","20-07-2022","","Laura Pacheco"
"9906","Analista de Teste Jr III","","Diego da Rocha","37706","Não Aprovado pelo RH","20-07-2022","21-07-2022","Não tem interesse em novas oportunidades no momento.","Laura Pacheco"
"9906","Analista de Teste Jr III","","Gustavo Henrique Martins","33786","Desistiu","21-07-2022","21-07-2022","Sem interesse em novas oportunidades nesse momento.","Maria Clara Pires"
"9906","Analista de Teste Jr III","","Isabella Pires","33722","Prospect","20-07-2022","20-07-2022","","Laura Pacheco"
"9906","Analista de Teste Jr III","","João Lucas Pires","33690","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Sr. Felipe Moreira","33507","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Nicole da Rosa","33386","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Noah Alves","31480","Prospect","21-07-2022","21-07-2022","","Maria Clara Pires"
"9906","Analista de Teste Jr III","","Valentina Abreu","30534","Prospect","20-07-2022","20-07-2022","","Luna Correia"
"9906","Analista de Teste Jr III","","Sra. Maria Clara Gonçalves","15149","Prospect","21-07-2022","21-07-2022","","Elisa Barbosa"
"9907","Analista Funcional SAP SD Junior - 176407","","Dra. Manuela da Conceição","37768","Não Aprovado pelo Cliente","22-07-2022","26-07-2022","CV rejeitado pelo cliente .","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","André Pereira","37724","Não Aprovado pelo Cliente","20-07-2022","03-08-2022","Candidato rejeitado para o cliente .","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Gael da Cruz","37722","Não Aprovado pelo Cliente","20-07-2022","26-07-2022","CV rejeitado pelo cliente .","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Fernanda Cavalcante","37705","Encaminhado ao Requisitante","20-07-2022","20-07-2022","","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Dr. André das Neves","37282","Prospect","27-07-2022","27-07-2022","","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Dra. Luana Pacheco","35412","Prospect","20-07-2022","20-07-2022","","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Maria Vitória Abreu","35368","Não Aprovado pelo Cliente","20-07-2022","26-07-2022","CV rejeitado pelo cliente","Yasmin da Rosa"
"9907","Analista Funcional SAP SD Junior - 176407","","Dra. Gabrielly Carvalho","33206","Contratado pela Decision","20-07-2022","15-08-2022","","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Ana Cardoso","16828","Contratado pela Decision","20-07-2022","15-08-2022","","Srta. Bella Ferreira"
"9907","Analista Funcional SAP SD Junior - 176407","","Kamilly Nascimento","9494","Encaminhado ao Requisitante","20-07-2022","21-07-2022","","Srta. Bella Ferreira"
"9908","SAP MM - 176402","","Dr. João Miguel Siqueira","38179","Prospect","08-08-2022","08-08-2022","","Yasmin da Rosa"
"9908","SAP MM - 176402","","Dr. Marcos Vinicius Ramos","38176","Prospect","08-08-2022","08-08-2022","","Yasmin da Rosa"
"9908","SAP MM - 176402","","Theodoro Andrade","37658","Prospect","21-07-2022","21-07-2022","","Yasmin da Rosa"
"9908","SAP MM - 176402","","Diego Castro","30984","Desistiu","27-07-2022","29-07-2022","Profissional desistiu da vaga","Yasmin da Rosa"
"9908","SAP MM - 176402","","Dr. Rodrigo da Mata","16765","Encaminhado ao Requisitante","17-08-2022","17-08-2022","","Yasmin da Rosa"
"9908","SAP MM - 176402","","Matteo Castro","13950","Não Aprovado pelo Cliente","20-07-2022","26-07-2022","Cv rejeitado pela","Yasmin da Rosa"
"9908","SAP MM - 176402","","Maria Júlia Ramos","11959","Prospect","20-07-2022","20-07-2022","","Yasmin da Rosa"
"9909","SAP MM - PP Sr - 439/2022","","Maitê da Cruz","37755","Encaminhado ao Requisitante","21-07-2022","21-07-2022","","Yasmin da Rosa"
"9909","SAP MM - PP Sr - 439/2022","","Dr. Lucca Porto","35832","Encaminhado ao Requisitante","21-07-2022","21-07-2022","","Srta. Bella Ferreira"
"9909","SAP MM - PP Sr - 439/2022","","Diego Castro","30984","Prospect","26-07-2022","26-07-2022","","Yasmin da Rosa"
"9909","SAP MM - PP Sr - 439/2022","","Srta. Cecilia Souza","14138","Prospect","21-07-2022","21-07-2022","","Yasmin da Rosa"
"9909","SAP MM - PP Sr - 439/2022","","Matteo Castro","13950","Prospect","20-07-2022","20-07-2022","","Yasmin da Rosa"
"9909","SAP MM - PP Sr - 439/2022","","Dr. Anthony Aparecida","2602","Prospect","21-07-2022","21-07-2022","","Yasmin da Rosa"
"9909","SAP MM - PP Sr - 439/2022","","Pietra Garcia","395","Encaminhado ao Requisitante","26-07-2022","27-07-2022","","Yasmin da Rosa"
"9910","Data&AI 13239042","","Dr. Arthur Miguel Rodrigues","30826","Prospect","04-08-2022","04-08-2022","","Maria Clara Pires"
"9910","Data&AI 13239042","","Dra. Maria Isis Aparecida","27389","Prospect","04-08-2022","04-08-2022","","Maria Clara Pires"
"9910","Data&AI 13239042","","Alice Moreira","21916","Prospect","21-07-2022","21-07-2022","","Lara Duarte"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Alícia Pires","38602","Prospect","23-08-2022","23-08-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Srta. Sara Duarte","38495","Encaminhado ao Requisitante","19-08-2022","25-08-2022","Pretensão CLT R$ 4.000 VR 508,86 KM R$ 200","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Sr. Davi Miguel Silva","38460","Prospect","18-08-2022","18-08-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Bento Freitas","38457","Prospect","18-08-2022","18-08-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Srta. Lara da Rosa","38413","Prospect","18-08-2022","18-08-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Maria Liz Dias","38167","Encaminhado ao Requisitante","10-08-2022","10-08-2022","PJ R$ 80/h","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Dr. Thales Montenegro","37933","Prospect","29-07-2022","29-07-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Srta. Clarice Pastor","37932","Prospect","29-07-2022","29-07-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Ana Beatriz Sousa","37930","Prospect","29-07-2022","29-07-2022","","Clara Rios"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Larissa Santos","23006","Prospect","16-08-2022","16-08-2022","","Elisa Barbosa"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Rafaela Campos","18968","Encaminhado ao Requisitante","17-08-2022","17-08-2022","PRETENSÃO SALARIAL: R$ 14.000,00 (PJ) Encaminhado para CLIENTE: Disponibilidade: 10 DIAS","Elisa Barbosa"
"9912","Digital Android Kotlin Mobile Developer 13236039","","Gael Sampaio","5399","Prospect","01-08-2022","01-08-2022","","Clara Rios"
"9913","SAP ABAP - 13242055","","Maria Clara Gomes","27949","Encaminhado ao Requisitante","22-07-2022","22-07-2022","","Srta. Bella Ferreira"
"9914","SAP SD - 13241707","","Sra. Jade Ramos","35446","Encaminhado ao Requisitante","22-07-2022","22-07-2022","","Yasmin da Rosa"
"9914","SAP SD - 13241707","","Dr. Luiz Otávio Viana","34162","Prospect","22-07-2022","22-07-2022","","Yasmin da Rosa"
"9915","Especialista Consultor Em GCP 13236127","","Dra. Melina Lopes","37884","Não Aprovado pelo Cliente","28-07-2022","05-09-2022","O Gerente de contratação da Brazil - 1500 recusou o recurso enviado pois: CV – Academic qualifications not suitable","Emanuelly Vieira"
"9916","Especialista Em Power Apps 13236200","","Mariane Melo","448","Encaminhado ao Requisitante","28-07-2022","28-07-2022","","Melina Montenegro"
"9917","Analyst Operations -Operations Innovation 13236213","","Dra. Gabriela Rocha","37753","Prospect","21-07-2022","21-07-2022","","Ana Camargo"
"9917","Analyst Operations -Operations Innovation 13236213","","Srta. Ayla Pacheco","37750","Prospect","21-07-2022","21-07-2022","","Ana Camargo"
"9917","Analyst Operations -Operations Innovation 13236213","","Dr. Eduardo Novaes","37748","Prospect","21-07-2022","21-07-2022","","Ana Camargo"
"9917","Analyst Operations -Operations Innovation 13236213","","Sr. Ravy Azevedo","37747","Encaminhado ao Requisitante","21-07-2022","22-07-2022","","Ana Camargo"
"9917","Analyst Operations -Operations Innovation 13236213","","Dr. Thomas Sampaio","15282","Prospect","21-07-2022","21-07-2022","","Ana Camargo"
"9918","Especialista Em RPA 13236115","","Srta. Sofia Câmara","37771","Prospect","22-07-2022","22-07-2022","","Melina Montenegro"
"9918","Especialista Em RPA 13236115","","Lucas Rodrigues","21182","Prospect","22-07-2022","22-07-2022","","Melina Montenegro"
"9918","Especialista Em RPA 13236115","","João Felipe Oliveira","16731","Encaminhado ao Requisitante","22-07-2022","25-07-2022","","Melina Montenegro"
"9919","Analista Pleno Gestão Adm de Vendas 13242138","","Melina Vargas","37765","Prospect","22-07-2022","22-07-2022","","Luna Correia"
"9919","Analista Pleno Gestão Adm de Vendas 13242138","","Bruna Peixoto","37764","Não Aprovado pelo RH","22-07-2022","22-07-2022","Candidata não possui o perfil da vaga. Perfil mais comercial do que administrativo.","Luna Correia"
"9919","Analista Pleno Gestão Adm de Vendas 13242138","","Srta. Gabrielly Freitas","37761","Prospect","22-07-2022","22-07-2022","","Luna Correia"
"9920","Oracle Fusion finance","","Valentina da Paz","37627","Encaminhado ao Requisitante","27-07-2022","27-07-2022","","Emanuelly Vieira"
"9921","Project manager","","Sra. Alana Pacheco","37963","Prospect","01-08-2022","01-08-2022","","Luna Correia"
"9921","Project manager","","Sara Silveira","37936","Encaminhado ao Requisitante","29-07-2022","29-07-2022","P$ 88 valor/hora PJ / 15 dias /","Luna Correia"
"9921","Project manager","","Pedro Miguel Pereira","37935","Encaminhado ao Requisitante","29-07-2022","09-08-2022","P$ 83,33 PJ / Imediata / Remoto /","Luna Correia"
"9921","Project manager","","André Mendonça","37934","Prospect","29-07-2022","29-07-2022","","Luna Correia"
"9921","Project manager","","Sr. Benjamin Dias","37905","Prospect","28-07-2022","28-07-2022","","Luna Correia"
"9921","Project manager","","Guilherme Aragão","37780","Inscrito","23-07-2022","","","Caroline Machado"
"9921","Project manager","","Fernanda da Mota","37743","Inscrito","02-08-2022","","","Caroline Machado"
"9921","Project manager","","Ana Luiza Costa","34002","Prospect","01-08-2022","01-08-2022","","Luna Correia"
"9921","Project manager","","Lucas Gabriel Ribeiro","30217","Prospect","22-07-2022","22-07-2022","","Elisa Barbosa"
